7.743183732145508813e-01,-7.030340716782934596e-01,0.000000000000000000e+00
9.476742940796264447e-01,2.251240170864940160e-01,0.000000000000000000e+00
1.105517624646039421e+00,2.199779796718515923e-01,0.000000000000000000e+00
1.499708015225765134e+00,2.490513789557582125e-01,0.000000000000000000e+00
7.809085300491365178e-01,3.368695012642227704e-01,0.000000000000000000e+00
6.131567241127509060e-01,5.105091718436982617e-01,0.000000000000000000e+00
1.214275991966931700e+00,-9.286620439575840602e-02,0.000000000000000000e+00
8.664300050075443016e-01,-9.486975230108940504e-03,0.000000000000000000e+00
8.490504712040467528e-01,5.285541097302465241e-01,0.000000000000000000e+00
-7.841993146735048992e-02,2.570669461102949582e-01,0.000000000000000000e+00
2.487510255398451831e-01,5.261739071064495954e-02,0.000000000000000000e+00
1.233403364532743574e+00,1.434737721874628502e-01,0.000000000000000000e+00
1.089141045142118847e+00,1.941255197066116267e-01,0.000000000000000000e+00
8.914940158340846077e-01,9.773982844221049682e-01,0.000000000000000000e+00
6.357277484926859845e-01,-3.079127178739471948e-01,0.000000000000000000e+00
9.718067773852900881e-01,-2.986314105296047558e-02,0.000000000000000000e+00
1.143285287137012496e+00,2.413550416984965585e-01,0.000000000000000000e+00
8.448926345338076960e-01,2.851574116188445585e-01,0.000000000000000000e+00
7.462173830847763645e-01,4.800606587453166985e-02,0.000000000000000000e+00
7.604704302608912281e-01,2.934390876981465279e-01,0.000000000000000000e+00
1.659678394254488154e+00,4.905664698169852345e-03,0.000000000000000000e+00
8.464482217904816252e-01,8.918990357145570869e-01,0.000000000000000000e+00
1.152050492720243957e+00,4.050649850995634571e-01,0.000000000000000000e+00
7.629693627585011351e-01,8.229563629307886652e-01,0.000000000000000000e+00
1.087097542625405699e+00,3.391344425930673534e-01,0.000000000000000000e+00
1.234131869312328433e+00,1.257953783976858864e+00,0.000000000000000000e+00
1.259371572959536945e+00,4.890613914439667642e-01,0.000000000000000000e+00
6.405116578044105502e-01,1.182746689485522085e+00,0.000000000000000000e+00
9.879542379439568700e-01,-1.020195401961812021e-01,0.000000000000000000e+00
7.674838040403371142e-01,5.370838884355297882e-01,0.000000000000000000e+00
1.965319625237196277e-01,1.271887923630810269e+00,0.000000000000000000e+00
8.271732556492056299e-01,3.839371877129331700e-01,0.000000000000000000e+00
1.070802021628558753e+00,9.095297841805831673e-01,0.000000000000000000e+00
1.072563843523036908e+00,1.105513206318283093e+00,0.000000000000000000e+00
9.127837632936700585e-01,3.412049140800337277e-01,0.000000000000000000e+00
6.268650255977057384e-01,1.593631829090839780e+00,0.000000000000000000e+00
9.741598133181779140e-01,1.028414033893345403e+00,0.000000000000000000e+00
5.718427669714472028e-01,4.729767721564944738e-01,0.000000000000000000e+00
1.023993936971781871e+00,1.091687016897939788e+00,0.000000000000000000e+00
5.728615319992780286e-01,5.209769444296477037e-01,0.000000000000000000e+00
5.570326432858595522e-01,1.685999172780202171e+00,0.000000000000000000e+00
1.689568359049181678e-01,1.317966493714616938e+00,0.000000000000000000e+00
3.394925767712834164e-01,1.116130542709133033e+00,0.000000000000000000e+00
6.184476354836756506e-01,7.526271564106133960e-01,0.000000000000000000e+00
8.998014456467502420e-01,9.301287534182842709e-01,0.000000000000000000e+00
1.098978592946115995e+00,1.006654191862563552e+00,0.000000000000000000e+00
7.715063234471691844e-01,5.450754335794985028e-01,0.000000000000000000e+00
1.209792086124504396e+00,6.958868861589802002e-01,0.000000000000000000e+00
4.739077719169514369e-01,9.702368350992867096e-01,0.000000000000000000e+00
7.208813001276823118e-02,8.426509874834845482e-01,0.000000000000000000e+00
3.782592950890103500e-01,8.774392984915486693e-01,0.000000000000000000e+00
1.020167552889764462e+00,1.394082416498724220e+00,0.000000000000000000e+00
1.172176434410771462e+00,1.000886688207359931e+00,0.000000000000000000e+00
3.415252119622257387e-01,1.510570125766419913e+00,0.000000000000000000e+00
1.113062694732576796e+00,7.739139778049728413e-01,0.000000000000000000e+00
