-1.0000,-1.0000,0.0031,
-0.9661,-1.0000,-0.0180,
-0.9322,-1.0000,-0.0884,
-0.8983,-1.0000,-0.4475,
-0.8644,-1.0000,-0.5964,
-0.8305,-1.0000,-0.6230,
-0.7966,-1.0000,-0.6461,
-0.7627,-1.0000,-0.2806,
-0.7288,-1.0000,-0.3809,
-0.6949,-1.0000,-0.7108,
-0.6610,-1.0000,-0.6881,
-0.6271,-1.0000,-0.6785,
-0.5932,-1.0000,-1.1601,
-0.5593,-1.0000,-0.7857,
-0.5254,-1.0000,-1.3419,
-0.4915,-1.0000,-0.6599,
-0.4576,-1.0000,-1.2975,
-0.4237,-1.0000,-1.3753,
-0.3898,-1.0000,-0.9174,
-0.3559,-1.0000,-0.9955,
-0.3220,-1.0000,-1.0002,
-0.2881,-1.0000,-0.9265,
-0.2542,-1.0000,-1.7068,
-0.2203,-1.0000,-1.0134,
-0.1864,-1.0000,-1.0836,
-0.1525,-1.0000,-0.9781,
-0.1186,-1.0000,-1.6577,
-0.0847,-1.0000,-0.8063,
-0.0508,-1.0000,-0.6517,
-0.0169,-1.0000,-0.9215,
0.0169,-1.0000,-1.1663,
0.0508,-1.0000,-1.2062,
0.0847,-1.0000,-0.9721,
0.1186,-1.0000,-1.0108,
0.1525,-1.0000,-1.0872,
0.1864,-1.0000,-1.0333,
0.2203,-1.0000,-1.4579,
0.2542,-1.0000,-1.1754,
0.2881,-1.0000,-0.6043,
0.3220,-1.0000,-1.1692,
0.3559,-1.0000,-0.8743,
0.3898,-1.0000,-0.9740,
0.4237,-1.0000,-0.8092,
0.4576,-1.0000,-1.0656,
0.4915,-1.0000,-0.8698,
0.5254,-1.0000,-0.3359,
0.5593,-1.0000,-0.5730,
0.5932,-1.0000,-0.4023,
0.6271,-1.0000,-0.5813,
0.6610,-1.0000,-0.4786,
0.6949,-1.0000,-0.8939,
0.7288,-1.0000,-1.0307,
0.7627,-1.0000,-0.8624,
0.7966,-1.0000,-0.0775,
0.8305,-1.0000,-0.1562,
0.8644,-1.0000,-0.5238,
0.8983,-1.0000,-0.3525,
0.9322,-1.0000,-0.1679,
0.9661,-1.0000,0.1234,
1.0000,-1.0000,-0.0793,
-1.0000,-0.9661,0.0158,
-0.9661,-0.9661,-0.5147,
-0.9322,-0.9661,-0.5224,
-0.8983,-0.9661,0.0432,
-0.8644,-0.9661,-0.2930,
-0.8305,-0.9661,-0.1354,
-0.7966,-0.9661,-0.4326,
-0.7627,-0.9661,-0.4405,
-0.7288,-0.9661,-0.4555,
-0.6949,-0.9661,-0.1651,
-0.6610,-0.9661,-0.2156,
-0.6271,-0.9661,-1.0693,
-0.5932,-0.9661,-0.4010,
-0.5593,-0.9661,-1.1423,
-0.5254,-0.9661,-0.9259,
-0.4915,-0.9661,-0.4554,
-0.4576,-0.9661,-0.8290,
-0.4237,-0.9661,-0.9251,
-0.3898,-0.9661,-1.1061,
-0.3559,-0.9661,-1.4986,
-0.3220,-0.9661,-0.5554,
-0.2881,-0.9661,-0.5360,
-0.2542,-0.9661,-0.9024,
-0.2203,-0.9661,-1.0839,
-0.1864,-0.9661,-0.9576,
-0.1525,-0.9661,-1.0911,
-0.1186,-0.9661,-1.1517,
-0.0847,-0.9661,-1.3033,
-0.0508,-0.9661,-1.2634,
-0.0169,-0.9661,-1.0091,
0.0169,-0.9661,-0.9189,
0.0508,-0.9661,-1.4679,
0.0847,-0.9661,-0.7941,
0.1186,-0.9661,-1.6042,
0.1525,-0.9661,-1.2050,
0.1864,-0.9661,-0.7693,
0.2203,-0.9661,-0.6964,
0.2542,-0.9661,-0.7745,
0.2881,-0.9661,-0.7812,
0.3220,-0.9661,-0.7987,
0.3559,-0.9661,-0.7584,
0.3898,-0.9661,-0.5000,
0.4237,-0.9661,-0.8402,
0.4576,-0.9661,-0.6447,
0.4915,-0.9661,-0.8320,
0.5254,-0.9661,-1.1833,
0.5593,-0.9661,-0.4887,
0.5932,-0.9661,-1.1016,
0.6271,-0.9661,-0.6917,
0.6610,-0.9661,-0.8886,
0.6949,-0.9661,-0.3490,
0.7288,-0.9661,-0.8947,
0.7627,-0.9661,-0.2318,
0.7966,-0.9661,0.1353,
0.8305,-0.9661,-0.1825,
0.8644,-0.9661,0.5192,
0.8983,-0.9661,-0.1206,
0.9322,-0.9661,0.0734,
0.9661,-0.9661,-0.1429,
1.0000,-0.9661,0.5893,
-1.0000,-0.9322,-0.0450,
-0.9661,-0.9322,-0.6724,
-0.9322,-0.9322,0.0045,
-0.8983,-0.9322,0.0708,
-0.8644,-0.9322,-0.0123,
-0.8305,-0.9322,-0.1671,
-0.7966,-0.9322,-0.1964,
-0.7627,-0.9322,-0.6237,
-0.7288,-0.9322,-0.3286,
-0.6949,-0.9322,-0.6061,
-0.6610,-0.9322,-0.0247,
-0.6271,-0.9322,-0.8230,
-0.5932,-0.9322,-0.8118,
-0.5593,-0.9322,-0.4648,
-0.5254,-0.9322,-0.4094,
-0.4915,-0.9322,-0.7888,
-0.4576,-0.9322,-0.7590,
-0.4237,-0.9322,-0.3935,
-0.3898,-0.9322,-1.4466,
-0.3559,-0.9322,-1.1794,
-0.3220,-0.9322,-0.4477,
-0.2881,-0.9322,-1.1215,
-0.2542,-0.9322,-0.6976,
-0.2203,-0.9322,-0.6443,
-0.1864,-0.9322,-2.0658,
-0.1525,-0.9322,-1.1988,
-0.1186,-0.9322,-1.2548,
-0.0847,-0.9322,-1.0921,
-0.0508,-0.9322,-1.0654,
-0.0169,-0.9322,-0.8057,
0.0169,-0.9322,-0.8303,
0.0508,-0.9322,-1.0510,
0.0847,-0.9322,-1.0115,
0.1186,-0.9322,-1.1849,
0.1525,-0.9322,-0.0629,
0.1864,-0.9322,-0.5132,
0.2203,-0.9322,-0.6587,
0.2542,-0.9322,-0.7434,
0.2881,-0.9322,-0.8990,
0.3220,-0.9322,-0.8694,
0.3559,-0.9322,-0.6147,
0.3898,-0.9322,-1.1124,
0.4237,-0.9322,-1.0668,
0.4576,-0.9322,-0.7839,
0.4915,-0.9322,-0.5863,
0.5254,-0.9322,-0.3926,
0.5593,-0.9322,-0.7823,
0.5932,-0.9322,-0.5209,
0.6271,-0.9322,-0.4886,
0.6610,-0.9322,-0.5400,
0.6949,-0.9322,-0.0688,
0.7288,-0.9322,-0.1515,
0.7627,-0.9322,-0.1577,
0.7966,-0.9322,-0.0811,
0.8305,-0.9322,-0.2143,
0.8644,-0.9322,0.2227,
0.8983,-0.9322,-0.1190,
0.9322,-0.9322,0.2290,
0.9661,-0.9322,0.3314,
1.0000,-0.9322,-0.1132,
-1.0000,-0.8983,-0.0098,
-0.9661,-0.8983,-0.3167,
-0.9322,-0.8983,-0.1021,
-0.8983,-0.8983,0.0407,
-0.8644,-0.8983,-0.4019,
-0.8305,-0.8983,-0.8998,
-0.7966,-0.8983,-0.4084,
-0.7627,-0.8983,-0.5909,
-0.7288,-0.8983,-0.6632,
-0.6949,-0.8983,-0.1370,
-0.6610,-0.8983,-0.2463,
-0.6271,-0.8983,-0.3569,
-0.5932,-0.8983,-0.7427,
-0.5593,-0.8983,-0.8374,
-0.5254,-0.8983,-0.6170,
-0.4915,-0.8983,-0.3470,
-0.4576,-0.8983,-1.1089,
-0.4237,-0.8983,-1.2149,
-0.3898,-0.8983,-0.4417,
-0.3559,-0.8983,-1.2248,
-0.3220,-0.8983,-1.0461,
-0.2881,-0.8983,-0.5234,
-0.2542,-0.8983,-0.3886,
-0.2203,-0.8983,-0.4590,
-0.1864,-0.8983,-0.9315,
-0.1525,-0.8983,-0.8184,
-0.1186,-0.8983,-0.7359,
-0.0847,-0.8983,-1.0942,
-0.0508,-0.8983,-1.1081,
-0.0169,-0.8983,-0.4925,
0.0169,-0.8983,-1.0740,
0.0508,-0.8983,-1.0979,
0.0847,-0.8983,-1.0889,
0.1186,-0.8983,-0.7554,
0.1525,-0.8983,-0.1122,
0.1864,-0.8983,-0.4895,
0.2203,-0.8983,-1.0266,
0.2542,-0.8983,-0.3140,
0.2881,-0.8983,-0.8453,
0.3220,-0.8983,-0.8203,
0.3559,-0.8983,-0.7056,
0.3898,-0.8983,-0.8997,
0.4237,-0.8983,-1.0289,
0.4576,-0.8983,-0.8300,
0.4915,-0.8983,-0.6205,
0.5254,-0.8983,-0.2908,
0.5593,-0.8983,-0.4185,
0.5932,-0.8983,-0.6219,
0.6271,-0.8983,-0.6348,
0.6610,-0.8983,-0.2055,
0.6949,-0.8983,-0.8590,
0.7288,-0.8983,-0.8719,
0.7627,-0.8983,-0.4610,
0.7966,-0.8983,-0.0272,
0.8305,-0.8983,-0.6839,
0.8644,-0.8983,-0.0524,
0.8983,-0.8983,-0.2025,
0.9322,-0.8983,-0.0688,
0.9661,-0.8983,-0.7022,
1.0000,-0.8983,0.4389,
-1.0000,-0.8644,-0.0300,
-0.9661,-0.8644,-0.0099,
